label,url
0,https://google.com/572
1,http://secure-verify-account.tk/login?id=853
0,http://localhost:8080/641
1,http://update-paypal-billing.com?id=588
0,https://google.com/283
1,http://free-prize-winner.ru?id=703
0,https://github.com/login/190
1,http://secure-verify-account.tk/login?id=492
0,https://youtube.com/watch/284
1,http://secure-verify-account.tk/login?id=170
0,http://localhost:8080/969
1,http://secure-verify-account.tk/login?id=673
0,https://linkedin.com/282
1,http://secure-verify-account.tk/login?id=259
0,https://google.com/411
1,http://secure-verify-account.tk/login?id=635
0,https://github.com/login/412
1,http://update-paypal-billing.com?id=864
0,https://google.com/482
1,http://free-prize-winner.ru?id=426
0,https://linkedin.com/921
1,http://update-paypal-billing.com?id=301
0,http://localhost:8080/897
1,http://free-prize-winner.ru?id=914
0,https://youtube.com/watch/881
1,http://update-paypal-billing.com?id=724
0,https://github.com/login/600
1,http://secure-verify-account.tk/login?id=238
0,https://github.com/login/729
1,http://secure-verify-account.tk/login?id=327
0,https://google.com/269
1,http://free-prize-winner.ru?id=661
0,https://google.com/145
1,http://update-paypal-billing.com?id=807
0,https://youtube.com/watch/491
1,http://secure-verify-account.tk/login?id=976
0,https://linkedin.com/534
1,http://secure-verify-account.tk/login?id=538
0,http://localhost:8080/180
1,http://secure-verify-account.tk/login?id=417
0,https://google.com/811
1,http://update-paypal-billing.com?id=778
0,http://localhost:8080/169
1,http://update-paypal-billing.com?id=620
0,https://google.com/276
1,http://free-prize-winner.ru?id=420
0,http://localhost:8080/988
1,http://update-paypal-billing.com?id=696
0,https://youtube.com/watch/212
1,http://update-paypal-billing.com?id=913
0,https://github.com/login/794
1,http://update-paypal-billing.com?id=546
0,https://linkedin.com/183
1,http://secure-verify-account.tk/login?id=437
0,https://google.com/429
1,http://secure-verify-account.tk/login?id=593
0,https://youtube.com/watch/627
1,http://secure-verify-account.tk/login?id=478
0,https://youtube.com/watch/858
1,http://free-prize-winner.ru?id=715
0,https://google.com/560
1,http://update-paypal-billing.com?id=474
0,http://localhost:8080/786
1,http://update-paypal-billing.com?id=427
0,https://linkedin.com/649
1,http://secure-verify-account.tk/login?id=145
0,http://localhost:8080/443
1,http://free-prize-winner.ru?id=376
0,https://linkedin.com/133
1,http://update-paypal-billing.com?id=524
0,https://youtube.com/watch/817
1,http://free-prize-winner.ru?id=665
0,https://youtube.com/watch/164
1,http://update-paypal-billing.com?id=980
0,https://linkedin.com/492
1,http://secure-verify-account.tk/login?id=651
0,https://google.com/335
1,http://update-paypal-billing.com?id=634
0,https://youtube.com/watch/222
1,http://update-paypal-billing.com?id=509
0,https://linkedin.com/618
1,http://update-paypal-billing.com?id=524
0,https://linkedin.com/173
1,http://update-paypal-billing.com?id=454
0,https://linkedin.com/554
1,http://free-prize-winner.ru?id=160
0,http://localhost:8080/428
1,http://secure-verify-account.tk/login?id=858
0,https://google.com/239
1,http://free-prize-winner.ru?id=511
0,https://youtube.com/watch/209
1,http://update-paypal-billing.com?id=164
0,https://google.com/959
1,http://update-paypal-billing.com?id=666
0,https://linkedin.com/390
1,http://secure-verify-account.tk/login?id=881
0,https://github.com/login/820
1,http://free-prize-winner.ru?id=636
0,http://localhost:8080/811
1,http://update-paypal-billing.com?id=389
0,https://linkedin.com/945
1,http://free-prize-winner.ru?id=966
0,https://github.com/login/611
1,http://free-prize-winner.ru?id=561
0,http://localhost:8080/348
1,http://free-prize-winner.ru?id=658
0,https://linkedin.com/748
1,http://secure-verify-account.tk/login?id=313
0,https://google.com/991
1,http://update-paypal-billing.com?id=548
0,https://youtube.com/watch/342
1,http://secure-verify-account.tk/login?id=176
0,https://github.com/login/832
1,http://free-prize-winner.ru?id=270
0,https://youtube.com/watch/720
1,http://update-paypal-billing.com?id=292
0,https://github.com/login/294
1,http://free-prize-winner.ru?id=135
0,http://localhost:8080/731
1,http://free-prize-winner.ru?id=351
0,http://localhost:8080/778
1,http://update-paypal-billing.com?id=460
0,https://google.com/230
1,http://free-prize-winner.ru?id=483
0,http://localhost:8080/173
1,http://free-prize-winner.ru?id=615
0,https://youtube.com/watch/691
1,http://update-paypal-billing.com?id=579
0,https://youtube.com/watch/508
1,http://secure-verify-account.tk/login?id=874
0,https://linkedin.com/153
1,http://secure-verify-account.tk/login?id=300
0,http://localhost:8080/819
1,http://free-prize-winner.ru?id=341
0,http://localhost:8080/836
1,http://update-paypal-billing.com?id=831
0,https://youtube.com/watch/100
1,http://free-prize-winner.ru?id=354
0,https://github.com/login/613
1,http://secure-verify-account.tk/login?id=817
0,http://localhost:8080/180
1,http://update-paypal-billing.com?id=655
0,https://linkedin.com/857
1,http://free-prize-winner.ru?id=780
0,https://github.com/login/376
1,http://free-prize-winner.ru?id=668
0,http://localhost:8080/402
1,http://free-prize-winner.ru?id=499
0,https://youtube.com/watch/992
1,http://secure-verify-account.tk/login?id=488
0,https://google.com/708
1,http://free-prize-winner.ru?id=949
0,https://github.com/login/992
1,http://free-prize-winner.ru?id=209
0,https://google.com/116
1,http://update-paypal-billing.com?id=121
0,https://google.com/158
1,http://update-paypal-billing.com?id=812
0,https://youtube.com/watch/239
1,http://update-paypal-billing.com?id=404
0,https://linkedin.com/827
1,http://update-paypal-billing.com?id=699
0,https://linkedin.com/624
1,http://secure-verify-account.tk/login?id=514
0,https://linkedin.com/523
1,http://update-paypal-billing.com?id=534
0,https://google.com/373
1,http://secure-verify-account.tk/login?id=766
0,http://localhost:8080/579
1,http://free-prize-winner.ru?id=471
0,http://localhost:8080/325
1,http://free-prize-winner.ru?id=588
0,https://github.com/login/767
1,http://secure-verify-account.tk/login?id=901
0,https://youtube.com/watch/485
1,http://secure-verify-account.tk/login?id=844
0,https://google.com/886
1,http://secure-verify-account.tk/login?id=318
0,https://youtube.com/watch/793
1,http://secure-verify-account.tk/login?id=387
0,https://google.com/578
1,http://update-paypal-billing.com?id=702
0,https://youtube.com/watch/573
1,http://free-prize-winner.ru?id=697
0,http://localhost:8080/498
1,http://secure-verify-account.tk/login?id=410
0,https://linkedin.com/661
1,http://secure-verify-account.tk/login?id=345
0,https://github.com/login/473
1,http://free-prize-winner.ru?id=938
0,http://localhost:8080/972
1,http://secure-verify-account.tk/login?id=300
0,https://github.com/login/430
1,http://secure-verify-account.tk/login?id=236
0,http://localhost:8080/413
1,http://update-paypal-billing.com?id=892
0,https://youtube.com/watch/139
1,http://free-prize-winner.ru?id=258
0,https://linkedin.com/286
1,http://secure-verify-account.tk/login?id=829
0,https://youtube.com/watch/401
1,http://free-prize-winner.ru?id=457
0,https://linkedin.com/336
1,http://free-prize-winner.ru?id=159
0,https://youtube.com/watch/575
1,http://update-paypal-billing.com?id=455
0,http://localhost:8080/338
1,http://update-paypal-billing.com?id=855
0,https://github.com/login/816
1,http://free-prize-winner.ru?id=798
0,http://localhost:8080/600
1,http://update-paypal-billing.com?id=558
0,https://github.com/login/541
1,http://secure-verify-account.tk/login?id=931
0,https://youtube.com/watch/157
1,http://secure-verify-account.tk/login?id=872
0,https://linkedin.com/637
1,http://free-prize-winner.ru?id=483
0,http://localhost:8080/359
1,http://secure-verify-account.tk/login?id=114
0,https://youtube.com/watch/275
1,http://update-paypal-billing.com?id=427
0,http://localhost:8080/292
1,http://free-prize-winner.ru?id=335
0,https://youtube.com/watch/241
1,http://secure-verify-account.tk/login?id=227
0,https://linkedin.com/611
1,http://free-prize-winner.ru?id=166
0,https://youtube.com/watch/404
1,http://secure-verify-account.tk/login?id=873
0,https://linkedin.com/990
1,http://free-prize-winner.ru?id=495
0,http://localhost:8080/101
1,http://free-prize-winner.ru?id=565
0,https://github.com/login/411
1,http://secure-verify-account.tk/login?id=681
0,https://linkedin.com/541
1,http://free-prize-winner.ru?id=279
0,http://localhost:8080/562
1,http://secure-verify-account.tk/login?id=164
0,https://linkedin.com/597
1,http://secure-verify-account.tk/login?id=437
0,https://github.com/login/498
1,http://secure-verify-account.tk/login?id=977
0,https://youtube.com/watch/257
1,http://secure-verify-account.tk/login?id=509
0,http://localhost:8080/638
1,http://secure-verify-account.tk/login?id=960
0,http://localhost:8080/109
1,http://secure-verify-account.tk/login?id=527
0,https://google.com/215
1,http://update-paypal-billing.com?id=593
0,https://linkedin.com/984
1,http://free-prize-winner.ru?id=582
0,https://github.com/login/430
1,http://secure-verify-account.tk/login?id=215
0,https://linkedin.com/768
1,http://update-paypal-billing.com?id=253
0,http://localhost:8080/442
1,http://free-prize-winner.ru?id=496
0,https://github.com/login/697
1,http://update-paypal-billing.com?id=272
0,https://linkedin.com/167
1,http://secure-verify-account.tk/login?id=582
0,http://localhost:8080/904
1,http://update-paypal-billing.com?id=834
0,http://localhost:8080/758
1,http://update-paypal-billing.com?id=454
0,https://github.com/login/600
1,http://free-prize-winner.ru?id=318
0,https://linkedin.com/462
1,http://secure-verify-account.tk/login?id=514
0,https://linkedin.com/851
1,http://secure-verify-account.tk/login?id=237
0,https://linkedin.com/458
1,http://secure-verify-account.tk/login?id=969
0,https://youtube.com/watch/927
1,http://update-paypal-billing.com?id=300
0,https://linkedin.com/520
1,http://update-paypal-billing.com?id=543
0,https://google.com/582
1,http://secure-verify-account.tk/login?id=292
0,https://google.com/249
1,http://free-prize-winner.ru?id=120
0,https://youtube.com/watch/248
1,http://update-paypal-billing.com?id=865
0,https://github.com/login/105
1,http://free-prize-winner.ru?id=289
0,https://google.com/158
1,http://free-prize-winner.ru?id=607
0,https://linkedin.com/881
1,http://update-paypal-billing.com?id=198
0,https://linkedin.com/440
1,http://secure-verify-account.tk/login?id=679
0,https://youtube.com/watch/569
1,http://secure-verify-account.tk/login?id=230
0,http://localhost:8080/120
1,http://secure-verify-account.tk/login?id=741
0,https://linkedin.com/860
1,http://secure-verify-account.tk/login?id=675
0,http://localhost:8080/540
1,http://update-paypal-billing.com?id=801
0,https://linkedin.com/355
1,http://update-paypal-billing.com?id=708
0,https://youtube.com/watch/495
1,http://free-prize-winner.ru?id=689
0,https://github.com/login/197
1,http://free-prize-winner.ru?id=291
0,https://linkedin.com/137
1,http://secure-verify-account.tk/login?id=340
0,https://linkedin.com/706
1,http://update-paypal-billing.com?id=614
0,https://google.com/122
1,http://free-prize-winner.ru?id=490
0,https://google.com/391
1,http://secure-verify-account.tk/login?id=983
0,https://github.com/login/596
1,http://free-prize-winner.ru?id=696
0,https://github.com/login/130
1,http://free-prize-winner.ru?id=280
0,https://youtube.com/watch/709
1,http://free-prize-winner.ru?id=733
